1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
10302, none, regions_unexplored:shrubland, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
10303, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
10304, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
10305, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:sucker, 7, 2, 3
10306, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
10307, none, regions_unexplored:shrubland, MONSTER, minecraft:illusioner, 15, 1, 1
10308, none, regions_unexplored:shrubland, MONSTER, majruszsdifficulty:tank, 3, 1, 1
10309, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:meature, 3, 1, 4
10310, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
10311, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
10312, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:spirit_guide, 20, 1, 1
10313, none, regions_unexplored:shrubland, MONSTER, quark:stoneling, 70, 1, 1
10314, none, regions_unexplored:shrubland, MONSTER, quark:toretoise, 40, 2, 4
10315, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
10316, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:thehunter, 6, 2, 4
10317, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:bomber, 7, 1, 2
10318, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:thegliter, 20, 2, 4
10319, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:nightmare_stalker, 4, 1, 1
10320, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:theswarmer, 8, 1, 1
10321, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:thebidy, 1, 3, 4
10322, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
10323, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:theheavy, 1, 1, 1
10324, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:thebeartamer, 8, 1, 1
10325, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
10326, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:gabble, 15, 1, 1
10327, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:thespitter, 7, 1, 1
10328, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:crawler, 35, 1, 1
10329, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:seared_spirit, 2, 1, 1
10330, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:thepregnant, 2, 1, 1
10331, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:thewolf, 4, 1, 2
10332, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:silverking, 30, 1, 1
10333, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
10334, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:petriman, 35, 1, 3
10335, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:spectre, 50, 1, 1
10336, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:invisiimmortal, 4, 4, 4
10337, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:the_moonflower, 2, 1, 1
10338, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:sprinter, 25, 1, 1
10339, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:dreadnought, 1, 1, 1
10340, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:equestrian, 15, 1, 1
10341, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:vampire, 13, 1, 1
10342, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:theordure, 4, 1, 1
10343, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:senior, 18, 1, 1
10344, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
10345, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:slugger, 20, 1, 1
10346, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
10347, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:tarantula, 40, 1, 1
10348, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:huntsmanskeleton, 40, 1, 2
10349, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
10350, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:slaveman, 1, 1, 1
10351, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:caster, 10, 1, 1
10352, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
10353, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
10354, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
10355, none, regions_unexplored:shrubland, MONSTER, alexsmobs:centipede_head, 8, 1, 1
10356, none, regions_unexplored:shrubland, MONSTER, alexsmobs:farseer, 30, 1, 1
10357, none, regions_unexplored:shrubland, MONSTER, alexsmobs:murmur, 5, 1, 1
10358, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:thehorrorsdecoys, 3, 1, 2
10359, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:skeleton_demoman, 8, 1, 1
10360, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:wolfsbane, 15, 1, 1
10361, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
10362, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:phantom_creeper, 8, 1, 1
10363, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
10364, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:errant, 30, 1, 2
10365, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:zobgoblin, 25, 1, 3
10366, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
10367, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:gallant, 25, 1, 1
10368, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
10369, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:cockatrice, 15, 1, 1
10370, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:goblin, 35, 1, 3
10371, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 6, 1, 1
10372, none, regions_unexplored:shrubland, CREATURE, minecraft:horse, 5, 2, 6
10373, none, regions_unexplored:shrubland, CREATURE, minecraft:donkey, 1, 1, 3
10374, none, regions_unexplored:shrubland, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
10375, none, regions_unexplored:shrubland, CREATURE, earthmobsmod:fancy_chicken, 6, 3, 6
10376, none, regions_unexplored:shrubland, CREATURE, earthmobsmod:duck, 8, 3, 6
10377, none, regions_unexplored:shrubland, CREATURE, earthmobsmod:albino_cow, 6, 3, 6
10378, none, regions_unexplored:shrubland, CREATURE, earthmobsmod:cream_cow, 6, 3, 6
10379, none, regions_unexplored:shrubland, CREATURE, earthmobsmod:teacup_pig, 5, 3, 6
10380, none, regions_unexplored:shrubland, CREATURE, earthmobsmod:hyper_rabbit, 5, 3, 4
10381, none, regions_unexplored:shrubland, CREATURE, earthmobsmod:jumbo_rabbit, 5, 3, 4
10382, none, regions_unexplored:shrubland, CREATURE, alexsmobs:raccoon, 10, 2, 4
10383, none, regions_unexplored:shrubland, CREATURE, alexsmobs:crow, 10, 3, 5
10384, none, regions_unexplored:shrubland, CREATURE, alexsmobs:bison, 9, 6, 10
10385, none, regions_unexplored:shrubland, AMBIENT, minecraft:bat, 5, 8, 8
10386, none, regions_unexplored:shrubland, AMBIENT, alexsmobs:fly, 3, 1, 1
10387, none, regions_unexplored:shrubland, AMBIENT, alexsmobs:cockroach, 4, 5, 5
10388, none, regions_unexplored:shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10389, none, regions_unexplored:shrubland, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
10390, none, regions_unexplored:shrubland, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 3, 1, 1
10391, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:gar, 3, 1, 2
10392, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
10393, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
10394, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
10395, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:minnow, 3, 1, 3
10396, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
10397, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
10398, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
10399, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
10400, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
10401, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
10402, none, regions_unexplored:shrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
10403, none, regions_unexplored:shrubland, WATER_AMBIENT, aquaculture:smallmouth_bass, 3, 1, 3
10404, none, regions_unexplored:shrubland, rascals, friendsandfoes:rascal, 5, 1, 1
10405, swamp, regions_unexplored:bayou, MONSTER, minecraft:spider, 70, 4, 4
10406, swamp, regions_unexplored:bayou, MONSTER, minecraft:zombie, 70, 4, 4
10407, swamp, regions_unexplored:bayou, MONSTER, minecraft:zombie_villager, 5, 1, 1
10408, swamp, regions_unexplored:bayou, MONSTER, minecraft:skeleton, 70, 4, 4
10409, swamp, regions_unexplored:bayou, MONSTER, minecraft:slime, 50, 4, 4
10410, swamp, regions_unexplored:bayou, MONSTER, minecraft:enderman, 15, 1, 4
10411, swamp, regions_unexplored:bayou, MONSTER, minecraft:witch, 5, 1, 1
10412, swamp, regions_unexplored:bayou, MONSTER, minecraft:slime, 1, 1, 1
10413, swamp, regions_unexplored:bayou, MONSTER, rottencreatures:swampy, 70, 4, 4
10414, swamp, regions_unexplored:bayou, MONSTER, rottencreatures:undead_miner, 25, 1, 4
10415, swamp, regions_unexplored:bayou, MONSTER, enemyexpansion:rancher, 30, 1, 2
10416, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
10417, swamp, regions_unexplored:bayou, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
10418, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
10419, swamp, regions_unexplored:bayou, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
10420, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
10421, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
10422, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
10423, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
10424, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
10425, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
10426, swamp, regions_unexplored:bayou, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
10427, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
10428, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
10429, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:sucker, 7, 2, 3
10430, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
10431, swamp, regions_unexplored:bayou, MONSTER, minecraft:illusioner, 15, 1, 1
10432, swamp, regions_unexplored:bayou, MONSTER, majruszsdifficulty:tank, 3, 1, 1
10433, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
10434, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
10435, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:spirit_guide, 20, 1, 1
10436, swamp, regions_unexplored:bayou, MONSTER, quark:stoneling, 70, 1, 1
10437, swamp, regions_unexplored:bayou, MONSTER, quark:toretoise, 40, 2, 4
10438, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
10439, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:thehunter, 6, 2, 4
10440, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:bomber, 7, 1, 2
10441, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:thegliter, 20, 2, 4
10442, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:nightmare_stalker, 4, 1, 1
10443, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:theswarmer, 8, 1, 1
10444, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:thebidy, 1, 3, 4
10445, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
10446, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:theheavy, 1, 1, 1
10447, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:thebeartamer, 8, 1, 1
10448, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
10449, swamp, regions_unexplored:bayou, MONSTER, enemyexpansion:gabble, 15, 1, 1
10450, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:thespitter, 7, 1, 1
10451, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:seared_spirit, 2, 1, 1
10452, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:thepregnant, 2, 1, 1
10453, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:thewolf, 4, 1, 2
10454, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
10455, swamp, regions_unexplored:bayou, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
10456, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:invisiimmortal, 4, 4, 4
10457, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:the_moonflower, 2, 1, 1
10458, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:theordure, 4, 1, 1
10459, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
10460, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
10461, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
10462, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:slaveman, 1, 1, 1
10463, swamp, regions_unexplored:bayou, MONSTER, enemyexpansion:caster, 10, 1, 1
10464, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
10465, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
10466, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
10467, swamp, regions_unexplored:bayou, MONSTER, alexsmobs:centipede_head, 8, 1, 1
10468, swamp, regions_unexplored:bayou, MONSTER, alexsmobs:farseer, 30, 1, 1
10469, swamp, regions_unexplored:bayou, MONSTER, alexsmobs:murmur, 5, 1, 1
10470, swamp, regions_unexplored:bayou, MONSTER, undead_revamp2:thehorrorsdecoys, 3, 1, 2
10471, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:skeleton_demoman, 8, 1, 1
10472, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
10473, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:phantom_creeper, 8, 1, 1
10474, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
10475, swamp, regions_unexplored:bayou, MONSTER, enemyexpansion:errant, 30, 1, 2
10476, swamp, regions_unexplored:bayou, MONSTER, enemyexpansion:zobgoblin, 25, 1, 3
10477, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
10478, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
10479, swamp, regions_unexplored:bayou, MONSTER, enemyexpansion:goblin, 35, 1, 3
10480, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 6, 1, 1
10481, swamp, regions_unexplored:bayou, CREATURE, minecraft:frog, 10, 2, 5
10482, swamp, regions_unexplored:bayou, CREATURE, aquaculture:box_turtle, 11, 1, 2
10483, swamp, regions_unexplored:bayou, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
10484, swamp, regions_unexplored:bayou, CREATURE, environmental:duck, 10, 3, 4
10485, swamp, regions_unexplored:bayou, CREATURE, earthmobsmod:duck, 8, 3, 6
10486, swamp, regions_unexplored:bayou, CREATURE, environmental:slabfish, 16, 2, 4
10487, swamp, regions_unexplored:bayou, CREATURE, enemyexpansion:flutterfly, 5, 1, 2
10488, swamp, regions_unexplored:bayou, CREATURE, alexsmobs:crocodile, 20, 1, 2
10489, swamp, regions_unexplored:bayou, CREATURE, alexsmobs:shoebill, 10, 1, 2
10490, swamp, regions_unexplored:bayou, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
10491, swamp, regions_unexplored:bayou, CREATURE, alexsmobs:anaconda, 12, 1, 1
10492, swamp, regions_unexplored:bayou, AMBIENT, minecraft:bat, 5, 8, 8
10493, swamp, regions_unexplored:bayou, AMBIENT, alexsmobs:fly, 3, 1, 1
10494, swamp, regions_unexplored:bayou, AMBIENT, alexsmobs:cockroach, 4, 5, 5
10495, swamp, regions_unexplored:bayou, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10496, swamp, regions_unexplored:bayou, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
10497, swamp, regions_unexplored:bayou, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 3, 1, 1
10498, swamp, regions_unexplored:bayou, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
10499, swamp, regions_unexplored:bayou, WATER_AMBIENT, aquaculture:gar, 3, 1, 2
10500, swamp, regions_unexplored:bayou, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
10501, swamp, regions_unexplored:bayou, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
10502, swamp, regions_unexplored:bayou, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
10503, swamp, regions_unexplored:bayou, WATER_AMBIENT, aquaculture:minnow, 3, 1, 3
10504, swamp, regions_unexplored:bayou, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
10505, swamp, regions_unexplored:bayou, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
10506, swamp, regions_unexplored:bayou, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
10507, swamp, regions_unexplored:bayou, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
10508, swamp, regions_unexplored:bayou, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
10509, swamp, regions_unexplored:bayou, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
10510, swamp, regions_unexplored:bayou, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
10511, swamp, regions_unexplored:bayou, WATER_AMBIENT, alexsmobs:catfish, 4, 1, 3
10512, swamp, regions_unexplored:bayou, WATER_AMBIENT, aquaculture:smallmouth_bass, 3, 1, 3
10513, swamp, regions_unexplored:bayou, rascals, friendsandfoes:rascal, 5, 1, 1
10514, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:ocelot, 2, 1, 1
10515, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:spider, 70, 4, 4
10516, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:zombie, 70, 4, 4
10517, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
10518, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:skeleton, 70, 4, 4
10519, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:slime, 50, 4, 4
10520, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:enderman, 15, 1, 4
10521, jungle, regions_unexplored:eucalyptus_forest, MONSTER, minecraft:witch, 5, 1, 1
10522, jungle, regions_unexplored:eucalyptus_forest, MONSTER, rottencreatures:undead_miner, 25, 1, 4
10523, jungle, regions_unexplored:eucalyptus_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
10524, jungle, regions_unexplored:eucalyptus_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
10525, jungle, regions_unexplored:eucalyptus_forest, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
10526, jungle, regions_unexplored:eucalyptus_forest, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
10527, jungle, regions_unexplored:eucalyptus_forest, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
10528, jungle, regions_unexplored:eucalyptus_forest, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
10529, jungle, regions_unexplored:eucalyptus_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
